,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
167,8,KARANGASEM,2,11,1,985,0,51,3,1047,2020-12-21,0,23,0,0,3,1024,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0007344174967624429,19.142857142857142,0.004686283074579397,0.14285714285714285,2.448058322541476e-06,4.87,2.0,6
168,9,BULELENG,-12,58,12,1198,0,64,0,1320,2020-12-21,0,41,0,10,0,1269,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0,14.857142857142858,0.0023002483162292914,0.14285714285714285,1.5482440590004848e-06,4.85,-1.0,3
169,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-21,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,9.142857142857142,,0.14285714285714285,,2.04,-1.0,0
170,1,JEMBRANA,0,76,1,696,0,17,1,789,2020-12-22,0,26,0,17,1,746,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.29,0.01,0.00036842861511367865,2.857142857142857,0.001052653186039082,0.14285714285714285,3.6842861511367864e-06,2.15,-0.9777777777777777,5
171,2,TABANAN,-4,133,10,1633,0,60,6,1826,2020-12-22,0,21,0,9,6,1796,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.42,0.01,0.0013769268369925166,1.4285714285714286,0.00032783972309345633,0.0,2.2948780616541942e-06,3.29,-0.625,9
172,3,BADUNG,6,261,24,2606,0,55,30,2922,2020-12-22,0,27,2,9,28,2886,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.48,0.01,0.004876875158498443,5.714285714285714,0.0009289286016187511,0.0,1.6256250528328144e-06,1.88,inf,1
173,4,DENPASAR,16,212,29,4133,0,98,45,4443,2020-12-22,0,48,7,42,38,4353,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.51,0.01,0.0051188832189357734,12.142857142857142,0.0013812859479667959,0.0,1.1375296042079497e-06,2.21,inf,8
174,5,GIANYAR,-67,164,78,1988,0,78,11,2230,2020-12-22,0,29,6,22,5,2179,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.45,0.02,0.0022234394992005726,13.285714285714286,0.002685452901631861,0.0,4.042617271273768e-06,3.5,2.6666666666666665,4
175,6,BANGLI,0,24,6,868,0,37,6,929,2020-12-22,0,58,0,4,6,867,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.0026969443620378114,14.142857142857142,0.006357083139089126,0.0,8.989814540126039e-06,3.98,inf,2
176,7,KLUNGKUNG,-5,14,6,938,0,22,1,974,2020-12-22,0,19,0,2,1,953,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0005695636572821561,14.285714285714286,0.008136623675459373,0.0,5.695636572821561e-06,2.26,inf,7
177,8,KARANGASEM,1,12,1,986,0,51,2,1049,2020-12-22,0,23,0,0,2,1026,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0004896116645082952,14.428571428571429,0.0035321984368098442,0.0,2.448058322541476e-06,4.86,1.0,6
178,9,BULELENG,3,61,11,1209,1,65,15,1335,2020-12-22,0,41,1,11,14,1283,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.002322366088500727,15.714285714285714,0.0024329549498579043,0.14285714285714285,1.5482440590004848e-06,4.87,1.5,3
179,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-22,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,11.428571428571429,,0.14285714285714285,,2.04,-1.0,0
180,1,JEMBRANA,12,88,0,696,0,17,12,801,2020-12-23,0,26,1,18,11,757,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.3,0.01,0.004421143381364144,6.714285714285714,0.0024737349871918426,0.14285714285714285,3.6842861511367864e-06,2.12,-0.7333333333333334,5
181,2,TABANAN,8,141,4,1637,0,60,12,1838,2020-12-23,0,21,0,9,12,1808,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.42,0.01,0.0027538536739850333,6.857142857142857,0.0015736306708485901,0.14285714285714285,2.2948780616541942e-06,3.26,0.09090909090909083,9
182,3,BADUNG,17,278,30,2636,1,56,48,2970,2020-12-23,0,27,1,10,47,2933,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.48,0.01,0.0078030002535975085,12.857142857142858,0.0020900893536421896,0.2857142857142857,1.6256250528328144e-06,1.89,7.0,1
183,4,DENPASAR,3,215,23,4156,0,98,26,4469,2020-12-23,0,48,3,45,23,4376,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.51,0.01,0.002957576970940669,16.428571428571427,0.0018687986354844885,0.2857142857142857,1.1375296042079497e-06,2.19,25.0,8
184,5,GIANYAR,-14,150,27,2015,0,78,13,2243,2020-12-23,0,29,1,23,12,2191,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.45,0.02,0.0026277012263279495,18.0,0.0036383555441463914,0.2857142857142857,4.042617271273768e-06,3.48,5.5,4
185,6,BANGLI,1,25,3,871,1,38,5,934,2020-12-23,0,58,0,4,5,872,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.0022474536350315095,16.571428571428573,0.007448703476104432,0.2857142857142857,8.989814540126039e-06,4.07,-0.6666666666666667,2
186,7,KLUNGKUNG,0,14,1,939,0,22,1,975,2020-12-23,0,19,0,2,1,954,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.56,0.01,0.0005695636572821561,16.714285714285715,0.009519849700287467,0.2857142857142857,5.695636572821561e-06,2.26,inf,7
187,8,KARANGASEM,-1,11,2,988,0,51,1,1050,2020-12-23,0,23,0,0,1,1027,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0002448058322541476,15.142857142857142,0.0037070597455628068,0.2857142857142857,2.448058322541476e-06,4.86,-0.9166666666666666,6
188,9,BULELENG,1,62,3,1212,0,65,4,1339,2020-12-23,0,41,1,12,3,1286,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.0006192976236001938,14.0,0.0021675416826006785,0.2857142857142857,1.5482440590004848e-06,4.85,-0.6666666666666667,3
189,10,KABUPATEN LAINNYA,-2,1,2,47,0,1,0,49,2020-12-23,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,7.142857142857143,,0.14285714285714285,,2.04,-1.0,0
190,1,JEMBRANA,-20,68,20,716,1,18,1,802,2020-12-24,0,26,0,18,1,758,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.3,0.01,0.00036842861511367865,3.5714285714285716,0.0013158164825488525,0.2857142857142857,3.6842861511367864e-06,2.24,-0.9615384615384616,5
191,2,TABANAN,-19,122,40,1677,0,60,21,1859,2020-12-24,0,21,1,10,20,1828,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.43,0.01,0.004819243929473808,4.714285714285714,0.0010818710862084057,0.2857142857142857,2.2948780616541942e-06,3.23,0.6153846153846154,9
192,3,BADUNG,9,287,23,2659,0,56,32,3002,2020-12-24,0,27,1,11,31,2964,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.49,0.01,0.005202000169065006,8.571428571428571,0.0013933929024281264,0.14285714285714285,1.6256250528328144e-06,1.87,5.4,1
193,4,DENPASAR,13,228,17,4173,1,99,31,4500,2020-12-24,0,48,1,46,30,4406,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.51,0.01,0.003526341773044644,12.857142857142858,0.0014625380625530782,0.2857142857142857,1.1375296042079497e-06,2.2,30.0,8
194,5,GIANYAR,-6,144,22,2037,0,78,16,2259,2020-12-24,0,29,2,25,14,2205,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.46,0.02,0.003234093817019015,15.0,0.003031962953455326,0.2857142857142857,4.042617271273768e-06,3.45,15.0,4
195,6,BANGLI,4,29,0,871,0,38,4,938,2020-12-24,0,58,0,4,4,876,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.0017979629080252077,15.0,0.006742360905094529,0.2857142857142857,8.989814540126039e-06,4.05,0.0,2
196,7,KLUNGKUNG,0,14,1,940,0,22,1,976,2020-12-24,0,19,0,2,1,955,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.56,0.01,0.0005695636572821561,15.142857142857142,0.008624821095986937,0.2857142857142857,5.695636572821561e-06,2.25,inf,7
197,8,KARANGASEM,2,13,0,988,0,51,2,1052,2020-12-24,0,23,0,0,2,1029,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0004896116645082952,15.285714285714286,0.003742032007313399,0.14285714285714285,2.448058322541476e-06,4.85,1.0,6
198,9,BULELENG,10,72,4,1216,1,66,15,1354,2020-12-24,0,41,1,13,14,1300,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.002322366088500727,14.428571428571429,0.002233894999414985,0.2857142857142857,1.5482440590004848e-06,4.87,-0.2857142857142857,3
199,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-24,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,9.857142857142858,,0.2857142857142857,,2.04,-1.0,0
200,1,JEMBRANA,19,87,9,725,0,18,28,830,2020-12-25,0,26,1,19,27,785,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.31,0.01,0.010316001223183003,9.428571428571429,0.0034737555139289704,0.14285714285714285,3.6842861511367864e-06,2.17,-0.09677419354838712,5
201,2,TABANAN,-15,107,26,1703,1,61,12,1871,2020-12-25,0,21,0,10,12,1840,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.43,0.01,0.0027538536739850333,8.857142857142858,0.0020326062831794293,0.2857142857142857,2.2948780616541942e-06,3.26,-0.25,9
202,3,BADUNG,1,288,33,2692,2,58,36,3038,2020-12-25,0,27,2,13,34,2998,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.49,0.01,0.005852250190198131,13.428571428571429,0.0021829822138040647,0.5714285714285714,1.6256250528328144e-06,1.91,8.0,1
203,4,DENPASAR,-3,225,14,4187,1,100,12,4512,2020-12-25,0,48,0,46,12,4418,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.51,0.01,0.0013650355250495396,15.0,0.0017062944063119243,0.7142857142857143,1.1375296042079497e-06,2.22,11.0,8
204,5,GIANYAR,7,151,8,2045,1,79,16,2275,2020-12-25,0,29,0,25,16,2221,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.46,0.02,0.003234093817019015,17.0,0.003436224680582703,0.8571428571428571,4.042617271273768e-06,3.47,7.0,4
205,6,BANGLI,-1,28,2,873,0,38,1,939,2020-12-25,0,58,0,4,1,877,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.00044949072700630193,15.0,0.006742360905094529,0.7142857142857143,8.989814540126039e-06,4.05,-0.9333333333333333,2
206,7,KLUNGKUNG,0,14,0,940,0,22,0,976,2020-12-25,0,19,0,2,0,955,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.56,0.01,0.0,15.0,0.008543454859232342,0.7142857142857143,5.695636572821561e-06,2.25,,7
207,8,KARANGASEM,3,16,0,988,0,51,3,1055,2020-12-25,0,23,0,0,3,1032,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0007344174967624429,11.428571428571429,0.0027977809400474016,0.7142857142857143,2.448058322541476e-06,4.83,-0.8928571428571429,6
208,9,BULELENG,-9,63,13,1229,0,66,4,1358,2020-12-25,0,41,0,13,4,1304,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.0006192976236001938,10.285714285714286,0.0015924796035433559,0.5714285714285714,1.5482440590004848e-06,4.86,-0.6666666666666667,3
209,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-25,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,5.142857142857143,,0.2857142857142857,,2.04,-1.0,0
210,1,JEMBRANA,-7,80,8,733,2,20,3,833,2020-12-26,0,26,0,19,3,788,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.31,0.01,0.001105285845341036,3.857142857142857,0.0014210818011527607,0.42857142857142855,3.6842861511367864e-06,2.4,-0.75,5
211,2,TABANAN,5,112,23,1726,1,62,29,1900,2020-12-26,0,21,0,10,29,1869,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.44,0.01,0.006655146378797163,5.714285714285714,0.0013113588923738253,0.42857142857142855,2.2948780616541942e-06,3.26,0.8125,9
212,3,BADUNG,9,297,17,2709,1,59,27,3065,2020-12-26,1,28,1,14,25,3023,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.5,0.01,0.0043891876426485985,9.428571428571429,0.0015327321926709393,0.5714285714285714,1.6256250528328144e-06,1.92,26.0,1
213,4,DENPASAR,-1,224,27,4214,0,100,26,4538,2020-12-26,0,48,5,51,21,4439,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.52,0.01,0.002957576970940669,13.142857142857142,0.0014950389083875908,0.5714285714285714,1.1375296042079497e-06,2.2,inf,8
214,5,GIANYAR,-3,148,14,2059,0,79,11,2286,2020-12-26,0,29,0,25,11,2232,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.46,0.02,0.0022234394992005726,14.285714285714286,0.002887583765195549,0.5714285714285714,4.042617271273768e-06,3.46,2.6666666666666665,4
215,6,BANGLI,-3,25,3,876,0,38,0,939,2020-12-26,0,58,0,4,0,877,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.0,13.714285714285714,0.006164444256086425,0.5714285714285714,8.989814540126039e-06,4.05,-1.0,2
216,7,KLUNGKUNG,-2,12,2,942,0,22,0,976,2020-12-26,0,19,0,2,0,955,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.56,0.01,0.0,13.714285714285714,0.007811158728440998,0.5714285714285714,5.695636572821561e-06,2.25,,7
217,8,KARANGASEM,-1,15,1,989,0,51,0,1055,2020-12-26,0,23,0,0,0,1032,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0,13.285714285714286,0.0032524203428051044,0.2857142857142857,2.448058322541476e-06,4.83,-1.0,6
218,9,BULELENG,-9,54,9,1238,0,66,0,1358,2020-12-26,0,41,0,13,0,1304,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.0,9.142857142857142,0.0014155374253718715,0.14285714285714285,1.5482440590004848e-06,4.86,-1.0,3
219,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-26,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,5.285714285714286,,0.0,,2.04,-1.0,0
220,1,JEMBRANA,-11,69,11,744,0,20,0,833,2020-12-27,0,26,0,19,0,788,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.31,0.01,0.0,1.5714285714285714,0.0005789592523214951,0.0,3.6842861511367864e-06,2.4,-1.0,5
221,2,TABANAN,-8,104,23,1749,0,62,15,1915,2020-12-27,0,21,2,12,13,1882,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.44,0.01,0.003442317092481291,2.142857142857143,0.0004917595846401844,0.0,2.2948780616541942e-06,3.24,0.36363636363636354,9
222,3,BADUNG,-25,272,37,2746,0,59,12,3077,2020-12-27,0,28,1,15,11,3034,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.5,0.01,0.0019507500633993771,3.857142857142857,0.000627026806092657,0.0,1.6256250528328144e-06,1.92,inf,1
223,4,DENPASAR,-2,222,13,4227,1,101,12,4550,2020-12-27,0,48,1,52,11,4450,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.52,0.01,0.0013650355250495396,5.571428571428571,0.0006337664937730005,0.14285714285714285,1.1375296042079497e-06,2.22,inf,8
224,5,GIANYAR,3,151,10,2069,0,79,13,2299,2020-12-27,0,29,0,25,13,2245,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.46,0.02,0.0026277012263279495,7.428571428571429,0.0015015435579016855,0.14285714285714285,4.042617271273768e-06,3.44,inf,4
225,6,BANGLI,0,25,0,876,1,39,1,940,2020-12-27,0,58,0,4,1,878,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.00044949072700630193,7.571428571428571,0.003403286933047714,0.2857142857142857,8.989814540126039e-06,4.15,inf,2
226,7,KLUNGKUNG,2,14,0,942,0,22,2,978,2020-12-27,0,19,0,2,2,957,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.56,0.01,0.0011391273145643123,7.857142857142857,0.004475143021502655,0.2857142857142857,5.695636572821561e-06,2.25,inf,7
227,8,KARANGASEM,3,18,0,989,0,51,3,1058,2020-12-27,0,23,0,0,3,1035,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0007344174967624429,8.285714285714286,0.002028391181534366,0.2857142857142857,2.448058322541476e-06,4.82,inf,6
228,9,BULELENG,3,57,4,1242,1,67,8,1366,2020-12-27,0,41,0,13,8,1312,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.0012385952472003877,7.285714285714286,0.0011280063858432102,0.42857142857142855,1.5482440590004848e-06,4.9,-0.4666666666666667,3
229,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-27,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,5.571428571428571,,0.42857142857142855,,2.04,-1.0,0
230,1,JEMBRANA,-15,54,23,767,1,21,9,842,2020-12-28,0,26,0,19,9,797,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.31,0.01,0.003315857536023108,5.142857142857143,0.0018947757348703475,0.42857142857142855,3.6842861511367864e-06,2.49,-0.25,5
231,2,TABANAN,3,107,16,1765,0,62,19,1934,2020-12-28,0,21,1,13,18,1900,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.44,0.01,0.004360268317142969,6.0,0.0013769268369925166,0.42857142857142855,2.2948780616541942e-06,3.21,0.46153846153846145,9
232,3,BADUNG,-7,265,25,2771,1,60,19,3096,2020-12-28,0,28,1,16,18,3052,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.5,0.01,0.0030886876003823473,8.571428571428571,0.0013933929024281264,0.42857142857142855,1.6256250528328144e-06,1.94,18.0,1
233,4,DENPASAR,17,239,36,4263,2,103,55,4605,2020-12-28,0,48,7,59,48,4498,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.52,0.01,0.006256412823143723,16.142857142857142,0.0018362977896499756,0.7142857142857143,1.1375296042079497e-06,2.24,26.5,8
234,5,GIANYAR,25,176,10,2079,0,79,35,2334,2020-12-28,0,29,2,27,33,2278,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.47,0.02,0.007074580224729095,20.714285714285715,0.004186996459533546,0.7142857142857143,4.042617271273768e-06,3.38,10.666666666666666,4
235,6,BANGLI,-12,13,12,888,0,39,0,940,2020-12-28,0,58,0,4,0,878,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.42,0.02,0.0,19.571428571428573,0.008797175657123337,0.5714285714285714,8.989814540126039e-06,4.15,-1.0,2
236,7,KLUNGKUNG,-1,13,2,944,0,22,1,979,2020-12-28,0,19,0,2,1,958,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.56,0.01,0.0005695636572821561,19.714285714285715,0.011228540672133936,0.5714285714285714,5.695636572821561e-06,2.25,inf,7
237,8,KARANGASEM,0,18,0,989,0,51,0,1058,2020-12-28,0,23,0,0,0,1035,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0,18.428571428571427,0.004511421765826434,0.42857142857142855,2.448058322541476e-06,4.82,-1.0,6
238,9,BULELENG,-7,50,7,1249,0,67,0,1366,2020-12-28,0,41,0,13,0,1312,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.21,0.01,0.0,15.714285714285714,0.0024329549498579043,0.42857142857142855,1.5482440590004848e-06,4.9,-1.0,3
239,10,KABUPATEN LAINNYA,0,1,0,47,0,1,0,49,2020-12-28,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,13.0,,0.2857142857142857,,2.04,-1.0,0
240,1,JEMBRANA,8,59,5,776,2,23,15,858,2020-12-30,0,26,0,19,15,813,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.32,0.01,0.00552642922670518,7.285714285714286,0.0026842656243996586,0.2857142857142857,3.6842861511367864e-06,2.68,-0.7272727272727273,5
241,2,TABANAN,-2,130,27,1812,1,63,26,2005,2020-12-30,0,21,-1,14,27,1970,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.46,0.01,0.005966682960300905,6.0,0.0013769268369925166,0.42857142857142855,2.2948780616541942e-06,3.14,-0.2571428571428571,9
242,3,BADUNG,20,278,14,2830,2,62,36,3170,2020-12-30,0,28,0,17,36,3125,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.52,0.01,0.005852250190198131,11.142857142857142,0.0018114107731565642,0.7142857142857143,1.6256250528328144e-06,1.96,inf,1
243,4,DENPASAR,17,261,28,4344,3,107,48,4712,2020-12-30,0,48,4,71,44,4593,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.54,0.01,0.005460142100198158,17.857142857142858,0.002031302864657053,1.1428571428571428,1.1375296042079497e-06,2.27,47.0,8
244,5,GIANYAR,-5,174,18,2110,0,80,13,2364,2020-12-30,0,29,1,28,12,2307,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.48,0.02,0.0026277012263279495,19.714285714285715,0.003984865595969857,1.1428571428571428,4.042617271273768e-06,3.38,inf,4
