,No,Kabupaten / County,new_treatment,total_treatment,new_recovered,total_recovered,new_deaths,total_deaths,new_cases,total_cases,Date,new PPLN/PMI,total history-of-foreign-travel/ migrant-worker (PPLN/PMI),new domestic-travel-history,total domestic-travel-history (PPDN),new_local_transmission,total_local_transmission,new_other_transmission,total_other_transmission,Name_EN,Name_Indo,Capital,area_km2,population_2000,population_2010,population_2015,HDI_2014_estimate,Gouvernor,Nr. of Sub-Districts,Nr of Keluruhan/Villages,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases,id
79,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-12,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,7.0,,0.0,,2.04,-1.0,0
80,1,JEMBRANA,6,49,0,646,0,15,6,710,2020-12-13,0,26,1,13,5,671,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.26,0.01,0.002210571690682072,5.0,0.0018421430755683932,0.0,3.6842861511367864e-06,2.11,-0.7,5
81,2,TABANAN,-1,155,13,1438,1,54,13,1647,2020-12-13,0,21,0,8,13,1618,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.38,0.01,0.0029833414801504524,5.714285714285714,0.0013113588923738253,0.14285714285714285,2.2948780616541942e-06,3.28,0.625,9
82,3,BADUNG,5,204,15,2412,0,52,20,2668,2020-12-13,0,27,0,5,20,2636,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.43,0.01,0.0032512501056656284,7.142857142857143,0.0011611607520234388,0.14285714285714285,1.6256250528328144e-06,1.95,1.0,1
83,4,DENPASAR,-11,214,15,3876,0,95,4,4185,2020-12-13,0,48,2,26,2,4111,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.48,0.01,0.0004550118416831798,7.428571428571429,0.000845021991697334,0.14285714285714285,1.1375296042079497e-06,2.27,1.0,8
84,5,GIANYAR,3,206,16,1828,0,76,19,2110,2020-12-13,0,29,2,13,17,2068,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.43,0.02,0.00384048640771008,10.142857142857142,0.0020501844732888396,0.14285714285714285,4.042617271273768e-06,3.6,inf,4
85,6,BANGLI,1,17,0,850,0,35,1,902,2020-12-13,0,58,0,3,1,841,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.41,0.02,0.00044949072700630193,9.0,0.004045416543056717,0.14285714285714285,8.989814540126039e-06,3.88,-0.8888888888888888,2
86,7,KLUNGKUNG,2,15,1,925,0,22,3,962,2020-12-13,0,19,1,2,2,941,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0017086909718464684,9.428571428571429,0.005370171625803187,0.14285714285714285,5.695636572821561e-06,2.29,inf,7
87,8,KARANGASEM,0,12,1,978,0,51,1,1041,2020-12-13,0,23,0,0,1,1018,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.25,0.01,0.0002448058322541476,8.714285714285714,0.0021333079667861434,0.14285714285714285,2.448058322541476e-06,4.9,-0.8333333333333334,6
88,9,BULELENG,2,64,3,1149,1,63,6,1276,2020-12-13,0,41,0,7,6,1228,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0009289464354002908,7.714285714285714,0.0011943597026575167,0.14285714285714285,1.5482440590004848e-06,4.94,-0.5384615384615384,3
89,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-13,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,4.857142857142857,,0.14285714285714285,,2.04,-1.0,0
90,1,JEMBRANA,-10,39,10,656,0,15,0,710,2020-12-14,0,26,0,13,0,671,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.26,0.01,0.0,4.285714285714286,0.0015789797790586226,0.14285714285714285,3.6842861511367864e-06,2.11,-1.0,5
91,2,TABANAN,-20,135,26,1464,0,54,6,1653,2020-12-14,0,21,0,8,6,1624,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.38,0.01,0.0013769268369925166,2.4285714285714284,0.0005573275292588757,0.14285714285714285,2.2948780616541942e-06,3.27,-0.6842105263157895,9
92,3,BADUNG,11,215,16,2428,0,52,27,2695,2020-12-14,0,27,0,5,27,2663,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.44,0.01,0.0043891876426485985,6.142857142857143,0.0009985982467401574,0.14285714285714285,1.6256250528328144e-06,1.93,26.0,1
93,4,DENPASAR,-17,197,37,3913,0,95,20,4205,2020-12-14,0,48,2,28,18,4129,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.48,0.01,0.0022750592084158994,8.571428571428571,0.0009750253750353853,0.14285714285714285,1.1375296042079497e-06,2.26,5.666666666666667,8
94,5,GIANYAR,16,222,1,1829,0,76,17,2127,2020-12-14,0,29,0,13,17,2085,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.43,0.02,0.003436224680582703,10.857142857142858,0.002194563661548617,0.14285714285714285,4.042617271273768e-06,3.57,16.0,4
95,6,BANGLI,0,17,2,852,0,35,2,904,2020-12-14,0,58,0,3,2,843,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.41,0.02,0.0008989814540126039,10.285714285714286,0.00462333319206482,0.0,8.989814540126039e-06,3.87,-0.6666666666666667,2
96,7,KLUNGKUNG,1,16,2,927,0,22,3,965,2020-12-14,0,19,0,2,3,944,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0017086909718464684,10.714285714285714,0.00610246775659453,0.0,5.695636572821561e-06,2.28,inf,7
97,8,KARANGASEM,1,13,1,979,0,51,2,1043,2020-12-14,0,23,0,0,2,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0004896116645082952,11.0,0.002692864154795624,0.0,2.448058322541476e-06,4.89,inf,6
98,9,BULELENG,-7,57,7,1156,0,63,0,1276,2020-12-14,0,41,0,7,0,1228,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0,10.142857142857142,0.0015703618312719202,0.0,1.5482440590004848e-06,4.94,-1.0,3
99,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-14,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.285714285714286,,0.0,,2.04,-1.0,0
100,1,JEMBRANA,-3,36,3,659,0,15,0,710,2020-12-15,0,26,0,13,0,671,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.26,0.01,0.0,3.4285714285714284,0.0012631838232468981,0.0,3.6842861511367864e-06,2.11,-1.0,5
101,2,TABANAN,-16,119,26,1490,0,54,10,1663,2020-12-15,0,21,0,8,10,1634,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.38,0.01,0.002294878061654194,2.4285714285714284,0.0005573275292588757,0.0,2.2948780616541942e-06,3.25,-0.4117647058823529,9
102,3,BADUNG,2,217,18,2446,1,53,21,2716,2020-12-15,0,27,0,5,21,2684,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.44,0.01,0.00341381261094891,5.142857142857143,0.0008360357414568759,0.14285714285714285,1.6256250528328144e-06,1.95,9.5,1
103,4,DENPASAR,2,199,17,3930,1,96,20,4225,2020-12-15,0,48,0,28,20,4149,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.48,0.01,0.0022750592084158994,7.571428571428571,0.0008612724146145903,0.2857142857142857,1.1375296042079497e-06,2.27,5.666666666666667,8
104,5,GIANYAR,3,225,1,1830,1,77,5,2132,2020-12-15,0,29,0,13,5,2090,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.43,0.02,0.001010654317818442,8.0,0.0016170469085095074,0.42857142857142855,4.042617271273768e-06,3.61,1.5,4
105,6,BANGLI,1,18,0,852,1,36,2,906,2020-12-15,0,58,0,3,2,845,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.41,0.02,0.0008989814540126039,8.285714285714286,0.003724351738052216,0.5714285714285714,8.989814540126039e-06,3.97,inf,2
106,7,KLUNGKUNG,0,16,0,927,0,22,0,965,2020-12-15,0,19,0,2,0,944,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0,8.285714285714286,0.004719241731766437,0.5714285714285714,5.695636572821561e-06,2.28,,7
107,8,KARANGASEM,0,13,0,979,0,51,0,1043,2020-12-15,0,23,0,0,0,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0,8.285714285714286,0.002028391181534366,0.5714285714285714,2.448058322541476e-06,4.89,,6
108,9,BULELENG,8,65,7,1163,1,64,16,1292,2020-12-15,0,41,1,8,15,1243,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0024771904944007753,9.142857142857142,0.0014155374253718715,0.7142857142857143,1.5482440590004848e-06,4.95,0.6000000000000001,3
109,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-15,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.142857142857143,,0.5714285714285714,,2.04,-1.0,0
110,1,JEMBRANA,0,36,3,659,0,15,0,710,2020-12-16,0,26,0,13,0,671,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.26,0.01,0.0,3.2857142857142856,0.0012105511639449442,0.42857142857142855,3.6842861511367864e-06,2.11,-1.0,5
111,2,TABANAN,-16,119,26,1490,0,54,10,1663,2020-12-16,0,21,0,8,10,1634,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.38,0.01,0.002294878061654194,4.0,0.0009179512246616777,0.2857142857142857,2.2948780616541942e-06,3.25,1.0,9
112,3,BADUNG,2,217,18,2446,1,53,21,2716,2020-12-16,0,27,0,5,21,2684,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.44,0.01,0.00341381261094891,6.714285714285714,0.0010914911069020324,0.2857142857142857,1.6256250528328144e-06,1.95,9.5,1
113,4,DENPASAR,2,199,17,3930,1,96,20,4225,2020-12-16,0,48,0,28,20,4149,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.48,0.01,0.0022750592084158994,9.571428571428571,0.0010887783354561803,0.42857142857142855,1.1375296042079497e-06,2.27,inf,8
114,5,GIANYAR,3,225,1,1830,1,77,5,2132,2020-12-16,0,29,0,13,5,2090,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.43,0.02,0.001010654317818442,10.285714285714286,0.0020790603109407954,0.5714285714285714,4.042617271273768e-06,3.61,inf,4
115,6,BANGLI,1,18,0,852,1,36,2,906,2020-12-16,0,58,0,3,2,845,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.41,0.02,0.0008989814540126039,8.285714285714286,0.003724351738052216,0.5714285714285714,8.989814540126039e-06,3.97,-0.875,2
116,7,KLUNGKUNG,0,16,0,927,0,22,0,965,2020-12-16,0,19,0,2,0,944,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0,8.285714285714286,0.004719241731766437,0.5714285714285714,5.695636572821561e-06,2.28,,7
117,8,KARANGASEM,0,13,0,979,0,51,0,1043,2020-12-16,0,23,0,0,0,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0,8.285714285714286,0.002028391181534366,0.5714285714285714,2.448058322541476e-06,4.89,,6
118,9,BULELENG,8,65,7,1163,1,64,16,1292,2020-12-16,0,41,1,8,15,1243,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0024771904944007753,9.142857142857142,0.0014155374253718715,0.7142857142857143,1.5482440590004848e-06,4.95,0.6000000000000001,3
119,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-16,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.142857142857143,,0.5714285714285714,,2.04,-1.0,0
120,1,JEMBRANA,-5,52,15,674,0,15,10,741,2020-12-17,0,26,1,16,9,699,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.27,0.01,0.0036842861511367864,4.714285714285714,0.0017368777569644852,0.42857142857142855,3.6842861511367864e-06,2.02,-0.5,5
121,2,TABANAN,4,137,27,1538,1,55,32,1730,2020-12-17,0,21,0,9,32,1700,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.4,0.01,0.0073436097972934215,8.571428571428571,0.0019670383385607376,0.42857142857142855,2.2948780616541942e-06,3.18,5.4,9
122,3,BADUNG,7,236,17,2489,0,54,24,2779,2020-12-17,0,27,1,6,23,2746,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.45,0.01,0.0039015001267987542,11.714285714285714,0.0019043036333184393,0.2857142857142857,1.6256250528328144e-06,1.94,11.0,1
123,4,DENPASAR,22,182,26,4012,0,97,48,4291,2020-12-17,0,48,3,31,45,4212,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.49,0.01,0.005460142100198158,18.571428571428573,0.0021125549792433353,0.2857142857142857,1.1375296042079497e-06,2.26,inf,8
124,5,GIANYAR,-3,208,10,1875,0,77,7,2160,2020-12-17,0,29,0,15,7,2116,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.44,0.02,0.001414916044945819,19.571428571428573,0.003955989758317902,0.2857142857142857,4.042617271273768e-06,3.56,inf,4
125,6,BANGLI,4,22,3,855,1,37,8,914,2020-12-17,0,58,1,4,7,852,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.41,0.02,0.0035959258160504154,18.428571428571427,0.008283471969116133,0.2857142857142857,8.989814540126039e-06,4.05,-0.5,2
126,7,KLUNGKUNG,-1,16,1,928,0,22,0,966,2020-12-17,0,19,0,2,0,945,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0,18.428571428571427,0.01049624454134259,0.2857142857142857,5.695636572821561e-06,2.28,,7
127,8,KARANGASEM,-1,11,1,981,0,51,0,1043,2020-12-17,0,23,0,0,0,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0,17.0,0.004161699148320509,0.2857142857142857,2.448058322541476e-06,4.89,-1.0,6
128,9,BULELENG,2,70,1,1171,0,64,3,1305,2020-12-17,0,41,1,9,2,1255,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0004644732177001454,12.857142857142858,0.0019905995044291946,0.14285714285714285,1.5482440590004848e-06,4.9,-0.90625,3
129,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-17,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,9.428571428571429,,0.14285714285714285,,2.04,-1.0,0
130,1,JEMBRANA,14,66,1,675,0,15,15,756,2020-12-18,0,26,0,16,15,714,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.28,0.01,0.00552642922670518,4.714285714285714,0.0017368777569644852,0.14285714285714285,3.6842861511367864e-06,1.98,-0.6875,5
131,2,TABANAN,7,144,10,1548,3,58,20,1750,2020-12-18,0,21,0,9,20,1720,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.4,0.01,0.004589756123308388,6.571428571428571,0.001508062726229899,0.5714285714285714,2.2948780616541942e-06,3.31,1.8571428571428572,9
132,3,BADUNG,0,236,23,2512,1,55,24,2803,2020-12-18,0,27,0,6,24,2770,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.46,0.01,0.0039015001267987542,8.857142857142858,0.0014398393325090642,0.5714285714285714,1.6256250528328144e-06,1.96,2.0,1
133,4,DENPASAR,6,188,28,4040,0,97,34,4325,2020-12-18,0,48,1,32,33,4245,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.49,0.01,0.0038676006543070284,13.714285714285714,0.0015600406000566165,0.5714285714285714,1.1375296042079497e-06,2.24,inf,8
134,5,GIANYAR,6,214,10,1885,0,77,16,2176,2020-12-18,0,29,1,16,15,2131,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.44,0.02,0.003234093817019015,16.0,0.003234093817019015,0.5714285714285714,4.042617271273768e-06,3.54,inf,4
135,6,BANGLI,0,22,1,856,0,37,1,915,2020-12-18,0,58,0,4,1,853,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.41,0.02,0.00044949072700630193,15.714285714285714,0.00706342571009903,0.5714285714285714,8.989814540126039e-06,4.04,-0.6666666666666667,2
136,7,KLUNGKUNG,4,20,1,929,0,22,5,971,2020-12-18,0,19,0,2,5,950,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0028478182864107807,16.428571428571427,0.009357117226778278,0.5714285714285714,5.695636572821561e-06,2.27,inf,7
137,8,KARANGASEM,-1,10,1,982,0,51,0,1043,2020-12-18,0,23,0,0,0,1020,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0,14.285714285714286,0.003497226175059252,0.5714285714285714,2.448058322541476e-06,4.89,-1.0,6
138,9,BULELENG,4,74,2,1173,0,64,6,1311,2020-12-18,0,41,0,9,6,1261,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0009289464354002908,12.285714285714286,0.0019021284153434527,0.14285714285714285,1.5482440590004848e-06,4.88,-0.7,3
139,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-18,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,8.857142857142858,,0.0,,2.04,-1.0,0
140,1,JEMBRANA,2,68,0,675,0,15,2,758,2020-12-19,0,26,0,16,2,716,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.28,0.01,0.0007368572302273573,4.285714285714286,0.0015789797790586226,0.0,3.6842861511367864e-06,1.98,-0.9411764705882353,5
141,2,TABANAN,-4,140,28,1576,0,58,24,1774,2020-12-19,0,21,0,9,24,1744,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.41,0.01,0.0055077073479700665,5.428571428571429,0.001245790947755134,0.0,2.2948780616541942e-06,3.27,0.5,9
142,3,BADUNG,1,237,22,2534,0,55,23,2826,2020-12-19,0,27,1,7,22,2792,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.46,0.01,0.0037389376215154722,8.571428571428571,0.0013933929024281264,0.0,1.6256250528328144e-06,1.95,22.0,1
143,4,DENPASAR,9,197,14,4054,1,98,24,4349,2020-12-19,0,48,1,33,23,4268,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.49,0.01,0.002730071050099079,11.285714285714286,0.0012837834104632575,0.14285714285714285,1.1375296042079497e-06,2.25,3.8,8
144,5,GIANYAR,7,221,7,1892,0,77,14,2190,2020-12-19,0,29,0,16,14,2145,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.44,0.02,0.002829832089891638,13.285714285714286,0.002685452901631861,0.14285714285714285,4.042617271273768e-06,3.52,inf,4
145,6,BANGLI,-1,21,3,859,0,37,2,917,2020-12-19,0,58,0,4,2,855,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.41,0.02,0.0008989814540126039,12.714285714285714,0.005714953529080124,0.14285714285714285,8.989814540126039e-06,4.03,-0.6666666666666667,2
146,7,KLUNGKUNG,-1,19,3,932,0,22,2,973,2020-12-19,0,19,0,2,2,952,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0011391273145643123,13.0,0.00740432754466803,0.14285714285714285,5.695636572821561e-06,2.26,inf,7
147,8,KARANGASEM,1,11,0,982,0,51,1,1044,2020-12-19,0,23,0,0,1,1021,0,0,Karangasem,Karangasem,Amlapura,839.54,360.486,396.487,408.487,0.640 (Medium),I Gusti Ayu Mas Sumatri,8.0,3/75,0.26,0.01,0.0002448058322541476,12.857142857142858,0.0031475035575533267,0.14285714285714285,2.448058322541476e-06,4.89,-0.5,6
148,9,BULELENG,-4,70,8,1181,0,64,4,1315,2020-12-19,0,41,1,10,3,1264,0,0,Buleleng,Buleleng,Singaraja,"1,364.73",558.181,624.125,645.893,0.691 (Medium),Putu Agus Suradnyana,9.0,19/129,0.2,0.01,0.0006192976236001938,10.0,0.0015482440590004847,0.14285714285714285,1.5482440590004848e-06,4.87,-0.8333333333333334,3
149,10,KABUPATEN LAINNYA,0,3,0,45,0,1,0,49,2020-12-19,0,5,0,31,0,13,0,0,Kabupaten lainnya,,,,,,,,,,,,,,6.714285714285714,,0.14285714285714285,,2.04,-1.0,0
150,1,JEMBRANA,22,88,7,682,29,17,1,787,2020-12-20,0,26,1,17,28,744,0,0,Jembrana,Jembrana,Negara,841.80,231.806,261.638,271.423,0.686 (Medium),I Putu Artha,5.0,10/41,0.29,0.01,0.00036842861511367865,3.4285714285714284,0.0012631838232468981,4.142857142857143,3.6842861511367864e-06,2.16,-0.9583333333333334,5
151,2,TABANAN,21,121,33,1609,2,60,16,1790,2020-12-20,0,21,0,9,16,1790,0,0,Tabanan,Tabanan,Tabanan,839.30,376.03,420.913,435.753,0.726 (High),Ni Putu Eka Wiryastuti,10.0,-/133,0.41,0.01,0.0036718048986467107,3.7142857142857144,0.0008523832800429864,4.428571428571429,2.2948780616541942e-06,3.35,0.1428571428571428,9
152,3,BADUNG,6,243,20,2554,0,55,26,2852,2020-12-20,0,27,0,7,26,2818,0,0,Badung,Badung,Mangupura,418.52,345.863,543.332,615.148,0.779 (High),I Nyoman Giri Prasta,6.0,16/46,0.46,0.01,0.004226625137365317,7.142857142857143,0.0011611607520234388,4.428571428571429,1.6256250528328144e-06,1.93,12.0,1
153,4,DENPASAR,-4,193,8,4062,0,98,4,4353,2020-12-20,0,48,0,33,4,4272,0,0,Denpasar,Kota Denpasar,Denpasar,127.78,532.44,788.589,879.098,0.816 (Very High),Ida Bagus Rai Dharmawijaya Mantra,4.0,16/27,0.5,0.01,0.0004550118416831798,7.428571428571429,0.000845021991697334,4.428571428571429,1.1375296042079497e-06,2.25,1.0,8
154,5,GIANYAR,0,221,13,1905,0,77,13,2203,2020-12-20,0,29,0,16,13,2158,0,0,Gianyar,Gianyar,Gianyar,368.00,393.155,469.777,494.729,0.742 (High),I Made Agus Mahayastra,7.0,6/64,0.45,0.02,0.0026277012263279495,9.142857142857142,0.0018480536097251511,4.428571428571429,4.042617271273768e-06,3.5,12.0,4
155,6,BANGLI,3,24,3,862,0,37,6,923,2020-12-20,0,58,0,4,6,861,0,0,Bangli,Bangli,Bangli,490.71,193.776,215.353,222.474,0.657 (Medium),I Made Gianyar,4.0,4/68,0.41,0.02,0.0026969443620378114,9.428571428571429,0.004238055426059418,4.428571428571429,8.989814540126039e-06,4.01,0.5,2
156,7,KLUNGKUNG,0,19,0,932,0,22,0,973,2020-12-20,0,19,0,2,0,952,0,0,Klungkung,Klungkung,Semarapura,315.00,155.262,170.543,175.573,0.683 (Medium),I Nyoman Suwirta,4.0,6/53,0.55,0.01,0.0,9.428571428571429,0.005370171625803187,4.428571428571429,5.695636572821561e-06,2.26,,7
