,Date,Province,new_cases,active_cases,total_recovered,new_recovered,total_deaths,new_deaths,total_cases,Location,Location Level,City or Regency,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,Name_EN,id,total_cases_per_100k,total_deaths_per_100k,new_cases_per_mil,cases7,cases7_per_100k,deaths7,deaths7_per_100k,CFR,growth_rate_new_cases
3204,2020-09-02,Jawa Tengah,264,4091,9294,200,1043,31,14428,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.04,0.0,7.259913026241946e-06,99.42857142857143,0.0,8.857142857142858,0.0,7.23,-0.7495256166982922
10424,2020-09-02,Kalimantan Barat,6,76,578,21,5,0,659,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.01,0.0,1.1064366212818657e-06,98.14285714285714,0.0,8.714285714285714,0.0,0.76,-0.6
7004,2020-09-02,Jawa Barat,203,4866,6339,137,276,1,11481,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.03,0.0,4.494996548484793e-06,72.14285714285714,0.0,4.714285714285714,0.0,2.4,-0.4727272727272728
7384,2020-09-02,Yogyakarta,29,372,1061,25,41,2,1474,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.04,0.0,7.986747507239712e-06,75.57142857142857,0.0,5.0,0.0,2.78,4.8
6244,2020-09-02,Kalimantan Timur,72,1738,2474,67,165,1,4377,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.12,0.0,2.026918034531364e-05,84.28571428571429,0.0,5.142857142857143,0.0,3.77,5.545454545454546
924,2020-09-02,Maluku Utara,5,226,1579,0,66,0,1871,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.14,0.01,3.82320578863942e-06,84.85714285714286,0.01,5.0,0.0,3.53,4.0
2609,2020-09-02,Sumatera Barat,88,964,1308,66,56,0,2328,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.04,0.0,1.5944209760574136e-05,95.28571428571429,0.0,5.0,0.0,2.41,4.866666666666666
10804,2020-09-02,Nusa Tenggara Timur,12,30,159,3,2,0,191,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,2.217573121239712e-06,59.285714285714285,0.0,0.5714285714285714,0.0,1.05,-0.9545454545454546
11564,2020-09-02,Kalimantan Tengah,0,459,2018,0,108,0,2585,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.1,0.0,0.0,58.42857142857143,0.0,0.5714285714285714,0.0,4.18,-1.0
2608,2020-09-02,Sumatera Barat,34,1015,3245,23,260,6,4520,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.08,0.0,6.160262862040007e-06,34.285714285714285,0.0,1.2857142857142858,0.0,5.75,-0.8325123152709359
8524,2020-09-02,Lampung,11,60,334,5,16,0,410,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,1.2093771586695136e-06,31.714285714285715,0.0,1.0,0.0,3.9,-0.6206896551724138
544,2020-09-02,Jambi,1,142,156,0,5,0,303,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.01,0.0,2.8625760264410424e-07,21.571428571428573,0.0,0.8571428571428571,0.0,1.65,-0.9861111111111112
164,2020-09-02,Aceh,48,1234,395,0,68,2,1697,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.03,0.0,9.147636565161569e-06,27.714285714285715,0.0,1.1428571428571428,0.0,4.01,8.6
4724,2020-09-02,Banten,68,758,2126,22,113,1,2997,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.03,0.0,6.341879139824819e-06,24.857142857142858,0.0,1.2857142857142858,0.0,3.77,-0.2272727272727273
2064,2020-09-02,Bengkulu,4,142,186,0,25,0,353,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.02,0.0,2.0004611062849985e-06,23.714285714285715,0.0,1.2857142857142858,0.0,7.08,-0.6666666666666667
8905,2020-09-03,Gorontalo,61,247,1849,16,55,1,2151,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.18,0.0,5.1666411157912035e-05,32.42857142857143,0.0,1.4285714285714286,0.0,2.56,inf
11945,2020-09-03,Jakarta Raya,1359,9713,32441,700,1246,15,43400,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,0.4,0.01,0.00012529797453380903,221.71428571428572,0.0,2.7142857142857144,0.0,2.87,38.970588235294116
925,2020-09-03,Maluku Utara,7,233,1579,0,66,0,1878,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.14,0.01,5.352488104095189e-06,221.14285714285714,0.02,2.7142857142857144,0.0,3.51,-0.36363636363636365
12705,2020-09-03,Kalimantan Selatan,111,1531,6633,139,363,4,8527,Kalimantan Selatan,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.9935949789999996,kalimantan selatan,9,0.21,0.01,2.7591013681414272e-05,236.85714285714286,0.01,3.2857142857142856,0.0,4.26,110.0
11565,2020-09-03,Kalimantan Tengah,51,424,2103,85,109,1,2636,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.1,0.0,1.984212670248365e-05,237.28571428571428,0.01,3.142857142857143,0.0,4.14,0.0625
5651,2020-09-03,Papua,28,696,3160,0,45,1,3901,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.09,0.0,6.451095626433641e-06,231.57142857142858,0.01,3.142857142857143,0.0,1.15,-0.5882352941176471
5650,2020-09-03,Papua,25,247,599,1,15,0,861,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.02,0.0,5.75990680931575e-06,234.57142857142858,0.01,3.142857142857143,0.0,1.74,5.25
8525,2020-09-03,Lampung,14,71,336,2,17,1,424,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,1.5392072928521082e-06,227.85714285714286,0.0,3.142857142857143,0.0,4.01,-0.7704918032786885
12325,2020-09-03,Jawa Timur,377,5079,27117,340,2459,34,34655,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.09,0.01,9.31346589071579e-06,87.57142857142857,0.0,5.857142857142857,0.0,7.1,-0.7225901398086829
545,2020-09-03,Jambi,0,141,157,1,5,0,303,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.01,0.0,0.0,86.57142857142857,0.0,5.857142857142857,0.0,1.65,-1.0
165,2020-09-03,Aceh,97,1319,403,8,72,4,1794,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.03,0.0,1.848584889209734e-05,84.57142857142857,0.0,5.857142857142857,0.0,4.01,-0.12612612612612617
10045,2020-09-03,Bali,174,879,4752,117,79,4,5710,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.14,0.0,4.1269673360022635e-05,102.14285714285714,0.0,6.285714285714286,0.0,1.38,2.411764705882353
3205,2020-09-03,Jawa Tengah,242,4180,9429,135,1061,18,14670,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.04,0.0,6.6549202740551165e-06,132.71428571428572,0.0,8.714285714285714,0.0,7.23,7.642857142857142
4725,2020-09-03,Banten,34,767,2150,24,114,1,3031,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.03,0.0,3.1709395699124093e-06,134.0,0.0,8.857142857142858,0.0,3.76,0.3600000000000001
1685,2020-09-03,Sumatera Utara,141,2659,4283,112,323,3,7265,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.05,0.0,9.479062331154202e-06,152.14285714285714,0.0,9.142857142857142,0.0,4.45,9.071428571428571
10805,2020-09-03,Nusa Tenggara Timur,9,35,163,4,2,0,200,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,1.663179840929784e-06,99.57142857142857,0.0,4.285714285714286,0.0,1.0,-0.9761273209549072
11185,2020-09-03,Nusa Tenggara Barat,14,508,2116,12,162,0,2786,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.05,0.0,2.6564219855350234e-06,101.57142857142857,0.0,4.285714285714286,0.0,5.81,inf
2611,2020-09-03,Sumatera Barat,63,1039,3282,37,262,2,4583,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.08,0.0,1.1414604714956484e-05,96.71428571428571,0.0,4.0,0.0,5.72,-0.35051546391752575
9285,2020-09-03,Maluku,51,704,1223,17,34,0,1961,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.11,0.0,2.7610894284382466e-05,79.14285714285714,0.0,3.4285714285714284,0.0,1.73,-0.7068965517241379
7385,2020-09-03,Yogyakarta,33,389,1075,14,43,2,1507,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.04,0.0,9.088367853065879e-06,49.285714285714285,0.0,1.1428571428571428,0.0,2.85,-0.8636363636363636
6245,2020-09-03,Kalimantan Timur,157,1791,2551,77,192,27,4534,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.13,0.01,4.419807380853113e-05,66.85714285714286,0.0,4.857142857142857,0.0,4.23,3.617647058823529
1305,2020-09-03,Sulawesi Selatan,50,2378,9499,87,367,3,12244,Sulawesi Selatan,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.16205590000001,-3.731080714,sulawesi selatan,19,0.13,0.0,5.303978992000009e-06,53.857142857142854,0.0,4.857142857142857,0.0,3.0,-0.6453900709219857
2065,2020-09-03,Bengkulu,8,150,186,0,25,0,361,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.02,0.0,4.000922212569997e-06,53.714285714285715,0.0,4.857142857142857,0.0,6.93,-0.11111111111111116
10425,2020-09-03,Kalimantan Barat,15,81,588,10,5,0,674,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.01,0.0,2.7660915532046646e-06,53.857142857142854,0.0,4.857142857142857,0.0,0.74,0.0714285714285714
5105,2020-09-03,Riau,106,1039,1061,23,37,1,2137,Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,riau,18,0.04,0.0,1.74511450256005e-05,60.0,0.0,4.714285714285714,0.0,1.73,0.6825396825396826
7765,2020-09-03,Sulawesi Barat,6,115,280,2,7,0,402,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.03,0.0,3.846193294290198e-06,53.57142857142857,0.0,4.714285714285714,0.0,1.74,-0.8823529411764706
9665,2020-09-03,Bangka-Belitung,1,12,226,2,2,0,240,Bangka-Belitung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,kepulauan bangka belitung,5,0.02,0.0,7.247600500664243e-07,49.0,0.0,4.428571428571429,0.0,0.83,-0.9696969696969697
4345,2020-09-03,Sulawesi Tengah,4,17,221,1,11,2,249,Sulawesi Tengah,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.20109270000002,-1.00413668,sulawesi tengah,21,0.01,0.0,1.3533782181219374e-06,27.142857142857142,0.0,0.8571428571428571,0.0,4.42,-0.9745222929936306
2610,2020-09-03,Sumatera Barat,44,987,1329,21,56,0,2372,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.04,0.0,7.972104880287068e-06,26.285714285714285,0.0,0.42857142857142855,0.0,2.36,-0.12
6625,2020-09-03,Kalimantan Utara,26,69,351,15,2,0,422,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,0.07,0.0,4.0098271610269474e-05,28.857142857142858,0.0,0.42857142857142855,0.0,0.47,2.25
8145,2020-09-03,Kepulauan Riau,36,473,586,8,41,2,1100,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.06,0.0,1.8658650357624132e-05,31.857142857142858,0.0,0.7142857142857143,0.0,3.73,1.4
7005,2020-09-03,Jawa Barat,238,5070,6369,30,280,4,11719,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.03,0.0,5.269995953395965e-06,50.714285714285715,0.0,1.1428571428571428,0.0,2.39,1.2452830188679247
3751,2020-09-03,Sulawesi Utara,6,493,1101,9,35,3,1629,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.06,0.0,2.271106528522827e-06,50.714285714285715,0.0,1.5714285714285714,0.0,2.15,0.0
3750,2020-09-03,Sulawesi Utara,34,927,2857,35,158,1,3942,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.15,0.01,1.2869603661629352e-05,55.42857142857143,0.0,1.7142857142857142,0.0,4.01,33.0
9286,2020-09-04,Maluku,43,722,1248,25,34,0,2004,Maluku,Province,,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.57679199999998,-3.192572,maluku,13,0.11,0.0,2.3279773612322472e-05,61.0,0.0,1.4285714285714286,0.0,1.7,9.75
7766,2020-09-04,Sulawesi Barat,0,112,283,3,7,0,402,Sulawesi Barat,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.34501940000001,-2.461746053,sulawesi barat,32,0.03,0.0,0.0,54.714285714285715,0.0,1.4285714285714286,0.0,1.74,-1.0
926,2020-09-04,Maluku Utara,9,242,1579,0,66,0,1887,Maluku Utara,Province,,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.53910719999999,0.21203694899999997,maluku utara,14,0.14,0.01,6.881770419550957e-06,52.285714285714285,0.0,1.4285714285714286,0.0,3.5,-0.6538461538461539
2613,2020-09-04,Sumatera Barat,35,1034,3318,36,266,4,4618,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.08,0.0,6.341447063864713e-06,52.142857142857146,0.0,1.7142857142857142,0.0,5.76,-0.02777777777777779
2612,2020-09-04,Sumatera Barat,65,979,1399,70,59,3,2437,Sumatera Barat,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.46506240000001,-0.850253225,sumatera barat,2,0.04,0.0,1.1776973118605896e-05,27.428571428571427,0.0,1.5714285714285714,0.0,2.42,-0.7268907563025211
7386,2020-09-04,Yogyakarta,18,385,1096,21,44,1,1525,Yogyakarta,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,daerah istimewa yogyakarta,3,0.04,0.0,4.957291556217752e-06,29.142857142857142,0.0,1.2857142857142858,0.0,2.89,2.0
12326,2020-09-04,Jawa Timur,350,5116,27401,284,2488,29,35005,Jawa Timur,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.73294140000002,-7.723345579,jawa timur,7,0.09,0.01,8.646453744696359e-06,74.28571428571429,0.0,5.285714285714286,0.0,7.11,9.294117647058824
11946,2020-09-04,Jakarta Raya,880,9768,33260,819,1252,6,44280,Jakarta Raya,Province,,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,dki jakarta,27,0.41,0.01,8.113481794683734e-05,193.85714285714286,0.0,6.142857142857143,0.0,2.83,19.46511627906977
3752,2020-09-04,Sulawesi Utara,32,517,1109,8,35,0,1661,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.06,0.0,1.2112568152121743e-05,198.42857142857142,0.01,6.142857142857143,0.0,2.11,inf
3206,2020-09-04,Jawa Tengah,190,4245,9549,120,1066,5,14860,Jawa Tengah,Province,,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,jawa tengah,30,0.04,0.0,5.2249374052498855e-06,224.28571428571428,0.0,6.857142857142857,0.0,7.17,20.11111111111111
2066,2020-09-04,Bengkulu,3,153,186,0,25,0,364,Bengkulu,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,bengkulu,20,0.02,0.0,1.500345829713749e-06,219.71428571428572,0.01,6.285714285714286,0.0,6.87,-0.9142857142857143
3753,2020-09-04,Sulawesi Utara,30,917,2897,40,158,0,3972,Sulawesi Utara,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,sulawesi utara,22,0.15,0.01,1.1355532642614135e-05,214.71428571428572,0.01,5.857142857142857,0.0,3.98,-0.5384615384615384
4726,2020-09-04,Banten,22,762,2177,27,114,0,3053,Banten,Province,,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.10900430000001,-6.4567363879999995,banten,25,0.03,0.0,2.0517844275903823e-06,215.28571428571428,0.0,5.714285714285714,0.0,3.73,0.22222222222222232
10806,2020-09-04,Nusa Tenggara Timur,2,37,163,0,2,0,202,Nusa Tenggara Timur,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,nusa tenggara timur,16,0.0,0.0,3.695955202066187e-07,165.57142857142858,0.0,1.5714285714285714,0.0,0.99,-0.9942857142857143
6246,2020-09-04,Kalimantan Timur,281,1977,2639,88,199,7,4815,Kalimantan Timur,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,kalimantan timur,10,0.14,0.01,7.910610662546017e-05,80.0,0.0,1.7142857142857142,0.0,4.13,-0.6806818181818182
10426,2020-09-04,Kalimantan Barat,11,80,600,12,5,0,685,Kalimantan Barat,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.12117759999998,-0.08647457199999999,kalimantan barat,8,0.01,0.0,2.028467139016754e-06,77.0,0.0,1.7142857142857142,0.0,0.73,-0.65625
8146,2020-09-04,Kepulauan Riau,65,529,595,9,41,0,1165,Kepulauan Riau,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,kepulauan riau,11,0.06,0.0,3.368922981237691e-05,59.142857142857146,0.0,1.0,0.0,3.52,-0.6578947368421053
8906,2020-09-04,Gorontalo,9,250,1855,6,55,0,2160,Gorontalo,Province,,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,gorontalo,26,0.18,0.0,7.6229131216591525e-06,60.0,0.01,1.0,0.0,2.55,2.0
166,2020-09-04,Aceh,90,1376,434,31,74,2,1884,Aceh,Province,,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,aceh,1,0.04,0.0,1.715181855967794e-05,68.57142857142857,0.0,1.2857142857142858,0.0,3.93,2.0
11186,2020-09-04,Nusa Tenggara Barat,9,500,2130,14,165,3,2795,Nusa Tenggara Barat,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,nusa tenggara barat,15,0.05,0.0,1.7076998478439436e-06,66.71428571428571,0.0,1.7142857142857142,0.0,5.9,-0.5909090909090908
6626,2020-09-04,Kalimantan Utara,4,68,356,5,2,0,426,Kalimantan Utara,Province,,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.8910126210000002,kalimantan utara,0,0.07,0.0,6.168964863118381e-06,67.0,0.01,1.7142857142857142,0.0,0.47,1.0
7006,2020-09-04,Jawa Barat,385,5368,6455,86,281,1,12104,Jawa Barat,Province,,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,jawa barat,29,0.03,0.0,8.524993454022883e-06,81.85714285714286,0.0,0.8571428571428571,0.0,2.32,0.3701067615658362
11566,2020-09-04,Kalimantan Tengah,53,386,2193,90,110,1,2689,Kalimantan Tengah,Province,,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1.0,136,139.0,1432.0,153565,2570289,16.74,113.41765359999998,-1.602484653,kalimantan tengah,31,0.1,0.0,2.0620249318267324e-05,87.85714285714286,0.0,1.0,0.0,4.09,3.8181818181818183
1686,2020-09-04,Sumatera Utara,125,2726,4337,54,327,4,7390,Sumatera Utara,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,sumatera utara,4,0.05,0.0,8.403424052441669e-06,96.42857142857143,0.0,1.5714285714285714,0.0,4.42,0.9230769230769231
546,2020-09-04,Jambi,1,129,170,13,5,0,304,Jambi,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.72364040000001,-1.69769766,jambi,28,0.01,0.0,2.8625760264410424e-07,95.28571428571429,0.0,1.5714285714285714,0.0,1.64,-0.8888888888888888
8526,2020-09-04,Lampung,4,73,338,2,17,0,428,Lampung,Province,,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.02143659999999,-4.916792975,lampung,12,0.0,0.0,4.397735122434595e-07,83.0,0.0,1.2857142857142858,0.0,3.97,-0.9555555555555556
5652,2020-09-04,Papua,27,269,604,5,15,0,888,Papua,Province,,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,papua,17,0.02,0.0,6.2206993540610105e-06,85.57142857142857,0.0,0.8571428571428571,0.0,1.69,2.0
10046,2020-09-04,Bali,196,985,4833,81,88,9,5906,Bali,Province,,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471687999999,bali,24,0.14,0.0,4.648767803772665e-05,113.0,0.0,2.142857142857143,0.0,1.49,48.0
